Id,Encoding1,Encoding2,Encoding3,Encoding4,Encoding5,Encoding6,Encoding7,Encoding8,Encoding9,Encoding10,Encoding11,Encoding12,Encoding13,Encoding14,Encoding15,Encoding16,Encoding17,Encoding18,Encoding19,Encoding20,Encoding21,Encoding22,Encoding23,Encoding24,Encoding25,Encoding26,Encoding27,Encoding28,Encoding29,Encoding30,Encoding31,Encoding32,Encoding33,Encoding34,Encoding35,Encoding36,Encoding37,Encoding38,Encoding39,Encoding40,Encoding41,Encoding42,Encoding43,Encoding44,Encoding45,Encoding46,Encoding47,Encoding48,Encoding49,Encoding50,Encoding51,Encoding52,Encoding53,Encoding54,Encoding55,Encoding56,Encoding57,Encoding58,Encoding59,Encoding60,Encoding61,Encoding62,Encoding63,Encoding64,Encoding65,Encoding66,Encoding67,Encoding68,Encoding69,Encoding70,Encoding71,Encoding72,Encoding73,Encoding74,Encoding75,Encoding76,Encoding77,Encoding78,Encoding79,Encoding80,Encoding81,Encoding82,Encoding83,Encoding84,Encoding85,Encoding86,Encoding87,Encoding88,Encoding89,Encoding90,Encoding91,Encoding92,Encoding93,Encoding94,Encoding95,Encoding96,Encoding97,Encoding98,Encoding99,Encoding100,Encoding101,Encoding102,Encoding103,Encoding104,Encoding105,Encoding106,Encoding107,Encoding108,Encoding109,Encoding110,Encoding111,Encoding112,Encoding113,Encoding114,Encoding115,Encoding116,Encoding117,Encoding118,Encoding119,Encoding120,Encoding121,Encoding122,Encoding123,Encoding124,Encoding125,Encoding126,Encoding127,Encoding128
N4279D8,-0.0018610545666888356,0.05112677812576294,0.024223364889621735,-0.06544037163257599,-0.0307772196829319,-0.001624629832804203,-0.021621080115437508,-0.12652786076068878,0.18345250189304352,-0.1202399954199791,0.25174784660339355,0.00790230743587017,-0.13851724565029144,-0.09105575084686279,0.009648350067436695,0.11136458814144135,-0.1583487093448639,-0.12232464551925659,-0.04098426550626755,-0.06947354227304459,-0.04323628917336464,-0.022643843665719032,0.02107633464038372,0.05443752184510231,-0.1233971118927002,-0.3499568700790405,-0.06460491567850113,-0.213762104511261,0.07738393545150757,-0.0713670551776886,-0.0492657795548439,0.010553785599768162,-0.19270136952400208,-0.02645227685570717,0.03227028250694275,0.046666890382766724,-0.07813790440559387,0.009899354539811611,0.19363315403461456,0.06894902884960175,-0.17548756301403046,0.024479098618030548,-0.026845401152968407,0.2658259868621826,0.18997801840305328,0.08177196979522705,0.046460941433906555,-0.0947716161608696,0.09098222851753235,-0.15527251362800598,0.09751159697771072,0.10674155503511429,0.1708473563194275,0.021048665046691895,0.0481393076479435,-0.14111950993537903,0.013868870213627815,0.08302958309650421,-0.25029411911964417,0.10607877373695374,0.08864054083824158,-0.042804501950740814,-0.05803859978914261,0.010579530149698257,0.339542955160141,0.13635438680648804,-0.14859417080879211,-0.07193628698587418,0.19783557951450348,-0.16805163025856018,-0.05684798210859299,0.003129280172288418,-0.1120474636554718,-0.19604185223579407,-0.23746737837791443,0.05310851335525513,0.40495583415031433,0.1808525025844574,-0.21230019629001617,0.011332989670336246,-0.10020716488361359,0.014165088534355164,0.1231541782617569,0.13293014466762543,-0.10090647637844086,0.004835642874240875,0.0052057853899896145,-0.02739933878183365,0.14183098077774048,0.006387224420905113,-0.05403078719973564,0.1648073047399521,-0.09330083429813385,0.031005963683128357,-0.0011471421457827091,-0.06442511081695557,-0.1072223111987114,0.0017370558343827724,-0.11257591098546982,-0.09243644028902054,-0.024828527122735977,-0.043101370334625244,0.04152235388755798,0.13234294950962067,-0.232012078166008,0.15860937535762787,-0.02468552254140377,-0.05371230095624924,0.0638667568564415,0.09056364744901657,-0.05501062422990799,-0.09370255470275879,0.14011341333389282,-0.29084545373916626,0.2556604743003845,0.19231806695461273,0.08663412928581238,0.1439087986946106,0.07273932546377182,0.04146774113178253,0.020252859219908714,-0.012382528744637966,-0.22705738246440887,-0.033136483281850815,0.04778503254055977,-0.06564976274967194,0.11877557635307312,-0.010881206952035427
